id,marca,modelo,precio,almacenamiento,tipo_almacenamiento,ram,procesador,generacion_procesador,estado,tienda,anio,sistema_operativo,pantalla,tipo,rating,stock
200,Apple,iMac,635.77,512,SSD,4,AMD Ryzen 9 3xxx,3,Usado,Frys,2018,macOS,24.9,Laptop,3.7,3
201,Asus,ProArt,632.42,256,SSD,64,Intel i9-128,1,Nuevo,Walmart,2016,Windows,11.3,Laptop,4.5,0
202,MSI,Raider,1427.61,256,SSD,8,Intel i9-235,2,Nuevo,Target,2017,Linux,,Desktop,3.4,19
203,LG,UltraFine,1364.56,4096,SSD,32,Intel i9-677,6,Nuevo,MicroCenter,2021,Windows,12.0,Laptop,4.3,17
204,Asus,ProArt,662.52,256,HDD,32,Intel i7-484,4,Nuevo,B&H,2019,macOS,,Desktop,5.0,16
205,Microsoft,Surface Book,1506.91,4096,SSD,8,Intel i9-668,6,Nuevo,Frys,2021,Linux,,Desktop,4.7,42
206,Razer,Blade 15,1212.87,256,SSD,16,AMD Ryzen 9 4xxx,4,Nuevo,B&H,2019,macOS,14.6,Laptop,3.8,21
207,Acer,Aspire,769.84,128,SSD,16,Intel i7-424,4,Nuevo,Amazon,2019,Linux,15.8,Laptop,,9
208,HP,Envy,961.86,2048,SSD,8,Intel i5-562,5,Nuevo,B&H,2020,Windows,21.2,Laptop,,17
209,Lenovo,Yoga,365.31,512,SSD,16,Intel i7-200,2,Usado,BestBuy,2017,Windows,,Desktop,4.8,9
210,Lenovo,ThinkPad,839.74,1024,SSD,8,AMD Ryzen 9 0xxx,0,Nuevo,MicroCenter,2015,Windows,,Desktop,3.6,46
211,Razer,Blade 17,1830.45,2048,SSD,8,Intel i7-602,6,Certificado,Walmart,2021,Windows,14.4,All-in-One,,9
212,HP,Spectre,653.49,512,SSD,16,Intel i5-584,5,Usado,Amazon,2020,macOS,22.0,Laptop,3.8,9
213,Asus,TUF,617.09,128,SSD,8,Intel i9-277,2,Nuevo,Newegg,2017,Windows,,Desktop,4.2,18
214,Dell,XPS 13,926.47,256,SSD,8,Intel i7-720,7,Nuevo,BestBuy,2022,Windows,22.0,All-in-One,3.5,0
215,LG,Gram,1291.5,256,HDD,16,Intel i5-132,1,Nuevo,Walmart,2016,Windows,15.2,All-in-One,,11
216,Apple,iMac,1674.92,1024,SSD,16,AMD Ryzen 5 5xxx,5,Nuevo,Newegg,2020,macOS,25.3,Laptop,3.5,46
217,Dell,Inspiron,845.24,4096,HDD,8,Intel i7-583,5,Nuevo,Newegg,2020,Windows,,Desktop,,10
218,Dell,Alienware,1447.35,256,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,Newegg,2022,Windows,25.2,Laptop,3.1,41
219,Acer,Predator,1101.94,512,SSD,16,AMD Ryzen 9 8xxx,8,Nuevo,Amazon,2023,Windows,,Desktop,4.3,41
220,Microsoft,Surface Pro,1779.22,128,SSD,16,Intel i7-821,8,Nuevo,Amazon,2023,macOS,16.3,Laptop,4.0,35
221,LG,UltraPC,1582.05,512,SSD,8,Intel i7-615,6,Nuevo,Frys,2021,macOS,17.5,Laptop,,35
222,Apple,MacBook Air,1692.81,1024,SSD,8,Intel i5-458,4,Nuevo,B&H,2019,macOS,20.9,Laptop,4.3,45
223,MSI,Stealth,1508.74,256,SSD,64,AMD Ryzen 9 1xxx,1,Nuevo,B&H,2016,macOS,13.6,Laptop,4.4,46
224,Microsoft,Surface Laptop,1282.35,2048,SSD,16,Intel i9-443,4,Nuevo,Amazon,2019,macOS,21.1,Laptop,3.2,28
225,MSI,Creator,1242.74,512,HDD,32,Intel i7-865,8,Nuevo,Newegg,2023,macOS,24.0,Laptop,4.3,38
226,Acer,Spin,805.9,1024,HDD,8,AMD Ryzen 7 6xxx,6,Nuevo,Frys,2021,macOS,20.6,Laptop,4.0,44
227,Razer,Blade 17,2193.35,512,HDD,8,Intel i9-883,8,Nuevo,Newegg,2023,Windows,,Desktop,3.2,22
228,Razer,Blade Pro,1284.16,2048,SSD,4,AMD Ryzen 7 6xxx,6,Usado,Newegg,2021,Windows,15.3,Laptop,5.0,5
229,HP,Spectre,775.84,512,SSD,16,Intel i9-428,4,Nuevo,Target,2019,Windows,,Desktop,3.6,42
230,Apple,Mac mini,904.51,4096,SSD,16,AMD Ryzen 7 6xxx,6,Usado,Walmart,2021,macOS,22.3,All-in-One,4.5,9
231,Toshiba,Portege,632.84,256,SSD,8,AMD Ryzen 9 3xxx,3,Certificado,Amazon,2018,Windows,19.9,Laptop,4.2,5
232,Apple,iMac,1709.75,256,SSD,8,Intel i9-784,7,Nuevo,MicroCenter,2022,macOS,20.2,Laptop,4.6,20
233,Razer,Blade 15,739.84,512,SSD,8,Intel i9-242,2,Usado,B&H,2017,Windows,23.0,Laptop,5.0,1
234,Dell,Precision,681.12,512,SSD,16,AMD Ryzen 5 5xxx,5,Usado,Target,2020,Windows,,Desktop,,9
235,Acer,Spin,885.94,2048,HDD,16,Intel i5-898,8,Nuevo,BestBuy,2023,Windows,21.1,Laptop,4.4,6
236,Lenovo,ThinkCentre,772.9,256,SSD,8,AMD Ryzen 5 6xxx,6,Usado,Newegg,2021,macOS,20.2,Laptop,3.5,7
237,MSI,Summit,1361.73,256,HDD,16,AMD Ryzen 9 6xxx,6,Nuevo,BestBuy,2021,macOS,25.8,Laptop,4.6,19
238,Samsung,Galaxy Book,1336.89,512,SSD,16,Intel i5-495,4,Nuevo,Target,2019,macOS,,Desktop,4.3,19
239,LG,UltraFine,1647.32,2048,HDD,4,Intel i7-568,5,Nuevo,Amazon,2020,Windows,,Desktop,3.7,26
240,LG,UltraFine,819.56,1024,HDD,8,Intel i5-296,2,Nuevo,Frys,2017,Windows,21.7,Laptop,3.4,37
241,MSI,Prestige,1102.53,256,SSD,32,AMD Ryzen 7 5xxx,5,Nuevo,B&H,2020,Windows,20.3,Laptop,3.7,20
242,Microsoft,Surface Pro,585.27,512,HDD,8,Intel i7-61,0,Usado,Frys,2015,Windows,,Desktop,3.2,10
243,Dell,Inspiron,1241.92,1024,SSD,16,Intel i9-280,2,Nuevo,BestBuy,2017,macOS,23.3,Laptop,3.1,16
244,Razer,Blade Pro,1418.4,1024,SSD,8,Intel i9-211,2,Nuevo,Target,2017,Windows,14.8,Laptop,5.0,43
245,HP,EliteBook,870.84,2048,SSD,64,Intel i7-245,2,Nuevo,BestBuy,2017,Windows,12.0,Laptop,3.1,13
246,Razer,Blade 17,1816.6,128,SSD,8,Intel i9-681,6,Nuevo,MicroCenter,2021,macOS,19.7,Laptop,4.3,23
247,Samsung,Galaxy Book Flex,992.48,2048,SSD,8,Intel i7-161,1,Nuevo,BestBuy,2016,Windows,13.6,Laptop,,41
248,Asus,VivoBook,606.48,1024,HDD,8,Intel i9-214,2,Nuevo,Frys,2017,macOS,20.5,Laptop,3.8,15
249,Apple,MacBook Pro,887.67,2048,SSD,8,Intel i9-251,2,Nuevo,BestBuy,2017,macOS,,Desktop,4.6,5
250,Lenovo,IdeaPad,1315.3,1024,SSD,16,Intel i5-779,7,Nuevo,MicroCenter,2022,Windows,,Desktop,4.2,4
251,Lenovo,IdeaPad,732.2,512,SSD,16,Intel i9-612,6,Nuevo,Newegg,2021,Windows,,Desktop,,50
252,Razer,Blade 14,1480.97,512,SSD,32,Intel i9-155,1,Nuevo,Target,2016,Windows,19.5,Laptop,4.6,50
253,Microsoft,Surface Studio,982.08,1024,SSD,8,Intel i9-152,1,Nuevo,MicroCenter,2016,Windows,,Desktop,4.2,7
254,Razer,Blade 14,2066.36,256,SSD,8,Intel i7-633,6,Nuevo,Target,2021,Windows,,Desktop,3.8,13
255,Microsoft,Surface Book,985.11,256,SSD,8,Intel i9-217,2,Nuevo,Amazon,2017,macOS,22.2,Laptop,3.4,25
256,Acer,Spin,347.95,128,HDD,32,Intel i5-33,0,Certificado,Walmart,2015,Windows,,Desktop,4.9,7
257,Samsung,Galaxy Book Flex,785.79,1024,HDD,16,AMD Ryzen 9 8xxx,8,Certificado,MicroCenter,2023,Windows,,Desktop,4.4,10
258,HP,ZBook,739.86,4096,HDD,8,AMD Ryzen 9 0xxx,0,Nuevo,Target,2015,Windows,11.2,Laptop,4.8,35
259,Asus,ProArt,1301.12,4096,HDD,16,AMD Ryzen 7 8xxx,8,Nuevo,BestBuy,2023,Windows,12.7,Laptop,,18
260,Acer,Predator,891.24,512,SSD,64,Intel i5-896,8,Usado,B&H,2023,Sin SO,18.4,Laptop,3.1,2
261,Asus,ZenBook,850.66,256,SSD,64,Intel i5-689,6,Certificado,MicroCenter,2021,Windows,21.8,Laptop,3.2,3
262,MSI,Prestige,1201.83,256,SSD,32,AMD Ryzen 9 5xxx,5,Nuevo,Walmart,2020,Windows,15.2,Laptop,4.7,39
263,Acer,Nitro,500.58,4096,SSD,4,Intel i5-161,1,Nuevo,B&H,2016,Windows,26.8,Laptop,4.7,31
264,HP,EliteBook,413.05,512,SSD,32,AMD Ryzen 7 4xxx,4,Usado,Target,2019,Linux,,Desktop,3.2,9
265,MSI,Prestige,779.69,512,SSD,16,AMD Ryzen 9 0xxx,0,Nuevo,MicroCenter,2015,Windows,20.8,Laptop,4.0,13
266,Microsoft,Surface Studio,1554.66,256,HDD,16,AMD Ryzen 5 5xxx,5,Nuevo,MicroCenter,2020,macOS,24.7,Laptop,4.6,47
267,HP,Omen,630.12,4096,SSD,16,Intel i7-38,0,Nuevo,MicroCenter,2015,Windows,17.4,Laptop,3.1,16
268,MSI,Stealth,1922.33,512,SSD,32,AMD Ryzen 7 7xxx,7,Nuevo,Amazon,2022,Windows,,Desktop,4.2,41
269,LG,UltraFine,1467.03,256,SSD,16,Intel i5-248,2,Nuevo,MicroCenter,2017,Windows,24.9,All-in-One,4.9,26
270,LG,UltraFine,1611.78,256,HDD,8,AMD Ryzen 7 6xxx,6,Nuevo,Target,2021,Windows,24.8,Laptop,4.2,28
271,Microsoft,Surface Pro,1368.01,256,HDD,16,Intel i5-221,2,Nuevo,Target,2017,Windows,25.1,Laptop,3.1,25
272,Razer,Blade 14,1241.14,1024,SSD,8,AMD Ryzen 7 1xxx,1,Nuevo,Frys,2016,Windows,24.4,Laptop,,42
273,Acer,Aspire,672.01,512,HDD,32,Intel i9-776,7,Usado,Frys,2022,Windows,,Desktop,4.0,9
274,Asus,ROG,571.88,512,HDD,8,AMD Ryzen 5 7xxx,7,Usado,B&H,2022,Windows,22.0,Laptop,4.5,5
275,Apple,Mac mini,874.25,256,SSD,16,AMD Ryzen 9 4xxx,4,Usado,Target,2019,macOS,,Desktop,3.2,4
276,Razer,Blade 17,1899.81,256,HDD,8,AMD Ryzen 5 4xxx,4,Nuevo,Frys,2019,Windows,21.0,Laptop,3.0,3
277,Razer,Blade 14,2111.72,256,SSD,4,AMD Ryzen 5 2xxx,2,Nuevo,Frys,2017,Windows,23.6,Laptop,3.7,44
278,Apple,iMac,1025.66,1024,SSD,16,AMD Ryzen 7 1xxx,1,Certificado,Target,2016,macOS,,Desktop,4.5,4
279,Microsoft,Surface Book,1333.76,512,SSD,16,Intel i7-349,3,Nuevo,MicroCenter,2018,Linux,22.7,Laptop,4.1,7
280,Asus,TUF,498.69,256,HDD,16,AMD Ryzen 5 4xxx,4,Usado,MicroCenter,2019,Windows,14.9,Laptop,4.2,8
281,Toshiba,Portege,602.16,256,HDD,16,Intel i9-207,2,Nuevo,BestBuy,2017,Windows,19.6,Laptop,4.0,20
282,Razer,Blade 17,2256.16,512,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,Frys,2022,Windows,18.8,Laptop,4.1,20
283,Toshiba,Tecra,918.45,2048,HDD,16,Intel i7-469,4,Nuevo,B&H,2019,Windows,,Desktop,4.5,1
284,Samsung,Galaxy Book Pro,933.93,4096,SSD,8,Intel i9-319,3,Nuevo,MicroCenter,2018,Windows,,Desktop,4.0,4
285,Apple,MacBook Pro,1537.13,512,SSD,16,Intel i9-262,2,Nuevo,MicroCenter,2017,macOS,14.5,Laptop,3.0,13
286,LG,UltraPC,1014.22,512,SSD,32,Intel i9-107,1,Nuevo,MicroCenter,2016,Windows,,Desktop,3.2,13
287,Razer,Blade 14,1746.04,256,SSD,8,Intel i5-171,1,Nuevo,Target,2016,macOS,,Desktop,4.3,44
288,LG,UltraPC,786.73,512,SSD,8,Intel i7-145,1,Nuevo,B&H,2016,Windows,24.5,All-in-One,4.3,46
289,Acer,Spin,792.53,1024,SSD,8,Intel i7-350,3,Nuevo,BestBuy,2018,macOS,20.5,All-in-One,5.0,19
290,Apple,iMac,1001.63,1024,SSD,32,Intel i9-371,3,Nuevo,Newegg,2018,macOS,18.4,Laptop,3.5,37
291,Lenovo,Yoga,1131.42,512,SSD,16,Intel i7-422,4,Nuevo,Frys,2019,macOS,,Desktop,4.8,38
292,LG,UltraPC,1154.88,128,HDD,16,AMD Ryzen 7 0xxx,0,Nuevo,Target,2015,Linux,23.3,Laptop,4.7,0
293,LG,UltraFine,868.7,256,SSD,8,Intel i5-606,6,Nuevo,Target,2021,Sin SO,,Desktop,3.2,27
294,Asus,TUF,575.23,512,HDD,8,AMD Ryzen 9 2xxx,2,Nuevo,Target,2017,macOS,13.2,Laptop,4.0,41
295,Samsung,Galaxy Book,706.75,128,SSD,8,Intel i5-814,8,Usado,Target,2023,Windows,16.1,Laptop,3.0,5
296,HP,Pavilion,1211.91,2048,HDD,16,AMD Ryzen 9 7xxx,7,Nuevo,Amazon,2022,Windows,26.2,Laptop,4.7,18
297,Apple,iMac,990.31,256,SSD,8,Intel i7-170,1,Nuevo,Frys,2016,macOS,,Desktop,4.4,42
298,Apple,Mac mini,1027.67,256,SSD,16,AMD Ryzen 9 8xxx,8,Nuevo,BestBuy,2023,macOS,21.6,Laptop,4.8,23
299,Dell,XPS 13,1336.5,256,SSD,64,AMD Ryzen 7 4xxx,4,Nuevo,Frys,2019,Linux,14.0,Laptop,3.9,45
300,Apple,MacBook Air,1651.84,512,SSD,4,Intel i7-380,3,Nuevo,MicroCenter,2018,macOS,26.7,Laptop,4.6,40
301,Asus,TUF,463.02,256,SSD,8,Intel i9-86,0,Usado,Walmart,2015,Windows,17.8,Laptop,4.2,8
302,Razer,Blade 15,1825.45,1024,HDD,8,Intel i9-317,3,Nuevo,Target,2018,Sin SO,13.3,All-in-One,4.8,20
303,Dell,Latitude,1631.9,256,SSD,16,Intel i7-852,8,Nuevo,MicroCenter,2023,Windows,25.3,All-in-One,3.5,49
304,Lenovo,ThinkPad,420.32,256,SSD,8,AMD Ryzen 9 2xxx,2,Usado,BestBuy,2017,Windows,,Desktop,4.0,10
305,MSI,Prestige,1670.34,256,HDD,4,Intel i5-234,2,Nuevo,Target,2017,Windows,,Desktop,3.4,11
306,MSI,Creator,1400.58,512,SSD,16,Intel i9-740,7,Usado,Target,2022,Windows,,Desktop,4.1,1
307,Razer,Blade 14,1403.49,256,SSD,64,AMD Ryzen 7 7xxx,7,Usado,BestBuy,2022,Windows,25.2,Laptop,3.6,3
308,Microsoft,Surface Studio,658.91,512,HDD,16,AMD Ryzen 9 0xxx,0,Usado,Newegg,2015,Windows,11.4,Laptop,4.8,4
309,MSI,Stealth,1265.07,1024,HDD,16,AMD Ryzen 9 4xxx,4,Nuevo,Frys,2019,Windows,22.3,Laptop,5.0,39
310,HP,Omen,805.67,512,SSD,8,Intel i5-898,8,Usado,BestBuy,2023,Windows,23.3,Laptop,4.3,2
311,HP,Envy,897.34,512,SSD,16,AMD Ryzen 7 0xxx,0,Nuevo,Walmart,2015,Windows,,Desktop,3.9,38
312,Samsung,Galaxy Book,1372.49,512,SSD,8,AMD Ryzen 5 3xxx,3,Nuevo,B&H,2018,Windows,,Desktop,4.7,19
313,Acer,Predator,345.25,256,SSD,16,Intel i9-22,0,Certificado,Frys,2015,macOS,11.6,Laptop,3.6,7
314,Dell,Alienware,841.12,256,SSD,8,Intel i5-889,8,Nuevo,Walmart,2023,Windows,22.7,Laptop,5.0,30
315,Toshiba,Portege,345.77,512,SSD,32,Intel i7-466,4,Usado,Frys,2019,Windows,20.8,Laptop,5.0,1
316,Dell,XPS 13,1294.78,1024,SSD,128,Intel i7-744,7,Nuevo,Walmart,2022,Windows,15.5,Laptop,3.6,32
317,Razer,Blade 17,1027.6,512,SSD,64,Intel i5-42,0,Nuevo,B&H,2015,Linux,18.6,Laptop,,8
318,MSI,Raider,2097.36,256,SSD,16,Intel i9-738,7,Nuevo,B&H,2022,Windows,20.2,Laptop,4.8,50
319,Acer,Predator,609.07,4096,SSD,32,Intel i7-223,2,Nuevo,Amazon,2017,Linux,,Desktop,3.6,2
320,Asus,TUF,747.99,512,SSD,8,AMD Ryzen 5 1xxx,1,Nuevo,B&H,2016,macOS,,Desktop,3.9,1
321,MSI,Creator,713.9,512,SSD,8,Intel i9-286,2,Usado,Newegg,2017,Windows,17.2,Laptop,3.2,5
322,Apple,Mac Pro,447.4,1024,SSD,4,Intel i9-126,1,Usado,B&H,2016,macOS,15.6,Laptop,4.5,2
323,Asus,VivoBook,656.01,512,SSD,8,AMD Ryzen 7 2xxx,2,Nuevo,MicroCenter,2017,Windows,,Desktop,3.5,4
324,Asus,ExpertBook,918.71,128,SSD,8,AMD Ryzen 5 5xxx,5,Nuevo,Target,2020,Windows,,Desktop,4.3,44
325,Toshiba,Tecra,446.66,1024,SSD,64,Intel i7-572,5,Usado,Newegg,2020,Windows,,Desktop,3.2,5
326,LG,UltraFine,597.67,2048,HDD,8,AMD Ryzen 9 7xxx,7,Usado,B&H,2022,macOS,,Desktop,3.1,8
327,Dell,Inspiron,1153.07,1024,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,Amazon,2022,Windows,,Desktop,4.1,25
328,Samsung,Galaxy Book Pro,1168.4,4096,SSD,8,Intel i9-355,3,Nuevo,Target,2018,Windows,22.1,Laptop,4.3,47
329,Toshiba,Portege,586.59,256,HDD,16,AMD Ryzen 7 7xxx,7,Nuevo,Amazon,2022,Windows,,Desktop,4.6,20
330,MSI,Stealth,1008.66,512,SSD,32,Intel i9-119,1,Nuevo,Frys,2016,Windows,20.2,Laptop,4.4,20
331,Asus,ExpertBook,767.8,2048,SSD,16,Intel i9-451,4,Usado,Newegg,2019,Linux,25.4,Laptop,3.0,9
332,Acer,Predator,1000.96,1024,SSD,8,AMD Ryzen 7 4xxx,4,Nuevo,Target,2019,Windows,,Desktop,3.4,24
333,Acer,Swift,276.11,128,SSD,8,Intel i9-255,2,Usado,Newegg,2017,Windows,,Desktop,3.9,10
334,Microsoft,Surface Pro,1344.16,512,SSD,8,Intel i9-763,7,Nuevo,Walmart,2022,macOS,25.8,Laptop,3.1,2
335,Samsung,Galaxy Book Pro,838.95,1024,HDD,16,Intel i7-559,5,Nuevo,Amazon,2020,Windows,,Desktop,4.3,42
336,LG,Gram,1684.61,128,SSD,16,Intel i9-860,8,Nuevo,B&H,2023,Windows,23.8,All-in-One,3.1,38
337,Toshiba,Tecra,493.53,256,HDD,128,Intel i9-403,4,Nuevo,MicroCenter,2019,Windows,12.2,Laptop,3.5,39
338,Asus,ROG,554.01,256,SSD,8,Intel i5-433,4,Nuevo,Walmart,2019,Windows,,Desktop,3.7,5
339,HP,EliteBook,637.98,512,SSD,16,AMD Ryzen 9 2xxx,2,Usado,B&H,2017,Windows,24.1,Laptop,,8
340,Microsoft,Surface Book,896.79,256,SSD,8,AMD Ryzen 9 4xxx,4,Usado,Target,2019,Windows,18.2,All-in-One,4.9,1
341,Dell,Latitude,1463.12,2048,SSD,8,AMD Ryzen 5 5xxx,5,Nuevo,MicroCenter,2020,macOS,23.4,Laptop,4.5,37
342,Lenovo,ThinkCentre,827.75,128,HDD,8,Intel i9-513,5,Certificado,Frys,2020,Windows,,Desktop,3.1,10
343,Dell,XPS 13,1341.88,1024,HDD,32,AMD Ryzen 9 3xxx,3,Nuevo,Newegg,2018,Linux,,Desktop,3.9,4
344,LG,UltraPC,1419.15,1024,SSD,8,Intel i7-499,4,Nuevo,BestBuy,2019,Windows,12.0,Laptop,3.5,28
345,Dell,Alienware,1091.82,512,HDD,16,AMD Ryzen 9 3xxx,3,Nuevo,Amazon,2018,Linux,,Desktop,3.1,36
346,Toshiba,Tecra,529.93,1024,HDD,4,AMD Ryzen 5 7xxx,7,Nuevo,B&H,2022,Linux,19.2,Laptop,4.0,27
347,Microsoft,Surface Laptop,1108.42,1024,SSD,8,Intel i7-842,8,Nuevo,MicroCenter,2023,Windows,,Desktop,3.2,34
348,Acer,Predator,1058.01,256,SSD,64,Intel i7-789,7,Nuevo,Target,2022,Linux,,Desktop,3.2,40
349,MSI,Raider,880.75,4096,HDD,8,Intel i9-239,2,Nuevo,Frys,2017,Windows,,Desktop,5.0,2
350,Acer,Predator,996.0,256,SSD,16,Intel i9-568,5,Nuevo,Newegg,2020,macOS,12.2,Laptop,4.0,1
351,MSI,Creator,982.67,128,SSD,32,Intel i5-58,0,Nuevo,Newegg,2015,macOS,24.1,Laptop,4.2,39
352,Lenovo,ThinkPad,663.47,1024,SSD,64,Intel i5-341,3,Usado,Walmart,2018,macOS,16.4,Laptop,3.3,7
353,HP,ZBook,1069.88,2048,HDD,8,Intel i9-548,5,Nuevo,Newegg,2020,Windows,11.1,Laptop,3.2,41
354,Samsung,Galaxy Book Pro,817.67,256,HDD,8,Intel i5-622,6,Usado,BestBuy,2021,Windows,,Desktop,3.2,5
355,Acer,Swift,686.55,4096,SSD,16,Intel i9-64,0,Nuevo,Walmart,2015,Windows,,Desktop,3.1,7
356,HP,ZBook,1110.25,2048,HDD,8,AMD Ryzen 7 7xxx,7,Nuevo,B&H,2022,Windows,,Desktop,3.2,3
357,Razer,Blade 15,1898.14,256,SSD,16,Intel i7-253,2,Nuevo,Walmart,2017,macOS,,Desktop,3.2,14
358,Dell,XPS 15,1449.93,256,SSD,16,Intel i5-627,6,Nuevo,Frys,2021,Windows,18.3,Laptop,3.7,17
359,Lenovo,Legion,557.97,256,HDD,16,Intel i7-228,2,Nuevo,MicroCenter,2017,Windows,,Desktop,4.2,10
360,Samsung,Galaxy Book Flex,447.35,4096,SSD,32,AMD Ryzen 9 3xxx,3,Usado,Target,2018,macOS,16.2,Laptop,4.8,10
361,HP,EliteBook,774.63,4096,SSD,16,Intel i7-61,0,Nuevo,Amazon,2015,Windows,19.9,Laptop,,46
362,Microsoft,Surface Pro,975.77,4096,HDD,16,AMD Ryzen 7 2xxx,2,Nuevo,BestBuy,2017,Sin SO,13.2,Laptop,3.4,23
363,LG,UltraPC,1248.09,2048,SSD,4,Intel i7-89,0,Nuevo,Walmart,2015,macOS,25.1,Laptop,3.1,43
364,Acer,Predator,632.95,128,SSD,16,Intel i9-190,1,Nuevo,Walmart,2016,Windows,19.6,Laptop,4.5,48
365,Samsung,Galaxy Book Flex,671.71,2048,SSD,16,AMD Ryzen 7 3xxx,3,Usado,B&H,2018,Windows,24.3,Laptop,4.1,9
366,Asus,TUF,786.47,2048,HDD,32,Intel i5-550,5,Usado,Newegg,2020,Windows,12.7,All-in-One,4.4,8
367,HP,Envy,1532.72,512,SSD,32,Intel i7-856,8,Nuevo,BestBuy,2023,Windows,24.9,Laptop,4.9,41
368,Acer,Swift,545.07,1024,SSD,16,Intel i9-516,5,Usado,MicroCenter,2020,Windows,18.7,Laptop,4.5,1
369,HP,Pavilion,956.99,2048,SSD,8,Intel i9-488,4,Nuevo,Newegg,2019,Windows,26.9,Laptop,3.9,23
370,HP,Envy,1327.22,4096,HDD,16,Intel i9-838,8,Nuevo,Amazon,2023,Linux,19.0,Laptop,3.9,20
371,HP,Spectre,1552.43,1024,SSD,8,Intel i9-885,8,Nuevo,Newegg,2023,macOS,,Desktop,3.7,7
372,Toshiba,Tecra,445.53,256,SSD,32,Intel i5-41,0,Nuevo,BestBuy,2015,Windows,19.4,Laptop,4.5,12
373,Apple,MacBook Air,1929.45,4096,SSD,8,Intel i9-877,8,Nuevo,BestBuy,2023,macOS,16.8,All-in-One,4.7,23
374,Microsoft,Surface Studio,834.02,4096,SSD,8,Intel i7-94,0,Nuevo,Target,2015,macOS,23.9,Laptop,3.8,26
375,HP,EliteBook,640.89,4096,SSD,8,Intel i9-196,1,Nuevo,Target,2016,Windows,25.6,Laptop,4.1,45
376,Samsung,Galaxy Book,828.73,512,HDD,32,Intel i7-363,3,Nuevo,Frys,2018,Windows,,Desktop,3.6,40
377,LG,UltraPC,654.44,512,SSD,8,AMD Ryzen 7 1xxx,1,Usado,Frys,2016,Sin SO,22.9,Laptop,4.1,5
378,LG,UltraFine,986.22,1024,HDD,8,Intel i5-740,7,Usado,Frys,2022,Linux,13.6,Laptop,3.8,6
379,Apple,iMac,815.72,1024,SSD,8,Intel i9-441,4,Usado,B&H,2019,macOS,,Desktop,3.6,6
380,Dell,Latitude,1356.95,512,SSD,16,AMD Ryzen 5 5xxx,5,Nuevo,Amazon,2020,Windows,24.3,Laptop,4.1,44
381,Razer,Blade 14,1804.2,1024,SSD,16,AMD Ryzen 7 6xxx,6,Nuevo,Newegg,2021,macOS,,Desktop,4.5,21
382,HP,ZBook,317.73,2048,HDD,8,AMD Ryzen 5 4xxx,4,Usado,Amazon,2019,Windows,,Desktop,3.0,8
383,Microsoft,Surface Laptop,492.1,128,HDD,8,AMD Ryzen 9 3xxx,3,Usado,BestBuy,2018,macOS,,Desktop,3.4,4
384,HP,ZBook,677.29,1024,HDD,16,AMD Ryzen 9 5xxx,5,Nuevo,Walmart,2020,Windows,24.1,Laptop,4.1,45
385,Lenovo,Legion,1092.86,4096,HDD,8,Intel i9-260,2,Nuevo,B&H,2017,macOS,21.8,Laptop,4.7,24
386,Microsoft,Surface Pro,1110.14,4096,HDD,8,AMD Ryzen 7 8xxx,8,Nuevo,MicroCenter,2023,Windows,16.2,Laptop,3.6,38
387,Toshiba,Tecra,652.73,4096,SSD,32,Intel i7-786,7,Nuevo,B&H,2022,Windows,18.9,All-in-One,3.9,42
388,LG,Gram,769.03,512,HDD,32,Intel i5-146,1,Nuevo,Walmart,2016,Windows,26.9,Laptop,4.7,46
389,MSI,Prestige,1337.79,512,SSD,64,Intel i9-435,4,Usado,Newegg,2019,macOS,15.0,Laptop,4.3,3
390,Apple,MacBook Air,1362.89,128,SSD,16,AMD Ryzen 7 0xxx,0,Nuevo,Amazon,2015,macOS,,Desktop,4.0,31
391,MSI,Raider,1621.69,256,SSD,32,Intel i5-455,4,Nuevo,Amazon,2019,Windows,17.0,Laptop,3.1,35
392,LG,UltraPC,1081.05,1024,SSD,8,Intel i9-270,2,Nuevo,Frys,2017,Windows,,Desktop,3.8,31
393,Samsung,Galaxy Book Pro,1393.61,128,SSD,8,AMD Ryzen 9 5xxx,5,Nuevo,BestBuy,2020,macOS,,Desktop,3.9,22
394,Microsoft,Surface Studio,1104.86,512,SSD,32,AMD Ryzen 7 0xxx,0,Nuevo,Amazon,2015,Windows,16.2,Laptop,4.7,36
395,Razer,Blade Pro,1116.6,128,SSD,16,AMD Ryzen 5 4xxx,4,Nuevo,Frys,2019,Windows,,Desktop,4.0,48
396,LG,UltraPC,1178.63,512,SSD,32,Intel i9-227,2,Nuevo,MicroCenter,2017,Windows,20.2,Laptop,4.2,5
397,Toshiba,Portege,676.46,512,SSD,16,AMD Ryzen 5 1xxx,1,Nuevo,MicroCenter,2016,Windows,21.6,Laptop,3.8,16
398,Samsung,Galaxy Book Flex,1418.07,2048,SSD,16,AMD Ryzen 7 7xxx,7,Nuevo,Walmart,2022,macOS,,Desktop,3.5,40
399,Razer,Blade Pro,1452.04,256,HDD,16,AMD Ryzen 7 0xxx,0,Nuevo,Target,2015,Windows,,Desktop,,13
400,Microsoft,Surface Studio,1312.72,512,SSD,8,AMD Ryzen 5 4xxx,4,Nuevo,MicroCenter,2019,Windows,18.0,Laptop,3.1,10
